question,type,options,answer,model,tone,difficulty
What date did the initial deployment occur? Provide a date.,DATE,['Date'],"  It went live on the twenty-fifth of June, twenty twenty-three.  Remember?",Gemini,colloquial,moderate
What date did the initial deployment occur? Provide a date.,DATE,['Date'],  The date of the initial deployment was 01/01/2024.  I've already said it several times.,Gemini,annoyed,moderate
What date did the issue begin? Provide a date.,DATE,['Date'],"  It all kicked off on the first of May, last year!",Gemini,colloquial,moderate
What date did the issue begin? Provide a date.,DATE,['Date'],"  The date was the twelfth of June, two thousand and twenty-one.  I've already checked this several times.",Gemini,annoyed,moderate
What date did the order ship? Provide a date.,DATE,['Date'], The order shipped on 01/05/2023.  Could you please be more specific with your requests next time?,Gemini,annoyed,moderate
What date did the permit expire? Provide a date.,DATE,['Date'],"  It ran out on the tenth of March, twenty-twenty-three, mate.",Gemini,colloquial,moderate
What date did the permit expire? Provide a date.,DATE,['Date']," The permit expired on 05/09/2021. This information can be found on the permit itself, in the bottom right corner.  The date is clearly printed.",Gemini,explanatory,moderate
What date did the permit expire? Provide a date.,DATE,['Date'],  The expiration date was 31 December 2020.  It's clearly stated in the paperwork.,Gemini,annoyed,moderate
What date did the technical issue arise? Provide a date.,DATE,['Date'],"  It all went belly up on the eleventh of November, last year.  Bummer.",Gemini,colloquial,moderate
What date did the technical issue arise? Provide a date.,DATE,['Date'], The problem started on 14 March 2024. This was due to an unforeseen software incompatibility.  We're addressing it now.,Gemini,explanatory,moderate
What date did the technical issue arise? Provide a date.,DATE,['Date'],  The issue appeared on 01/07/2023.  It's been a real headache. I'm hoping for a swift resolution.,Gemini,annoyed,moderate
What date did the training begin for the new software? Provide a date.,DATE,['Date'],"  Training kicked off on the twenty-first of September, twenty-twenty-two.  Wasn't that ages ago?",Gemini,colloquial,moderate
What date did the training begin for the new software? Provide a date.,DATE,['Date'],  It started on the fifteenth of November last year.  What more do you need?,Gemini,annoyed,moderate
What date did the training session conclude? Provide a date.,DATE,['Date'],"  It finished on the fourteenth of June, last year.  Yeah, a while ago now.",Gemini,colloquial,moderate
What date did the training session conclude? Provide a date.,DATE,['Date'],  The training ended on 21st September 2023.  I've already moved on to the next project.,Gemini,annoyed,moderate
What date did you attend the webinar? Provide a date.,DATE,['Date'],"  Yeah, it was on the fifth of June, last year.  Good stuff!",Gemini,colloquial,moderate
What date did you attend the webinar? Provide a date.,DATE,['Date']," The webinar took place on March 18th, 2024. This date is significant to me as it was a Monday.  The content was relevant to my current project.",Gemini,explanatory,moderate
What date did you attend the webinar? Provide a date.,DATE,['Date'],"  It was the twenty-second of November, last year.  Must I really specify the date?",Gemini,annoyed,moderate
What date did you receive the notification about your test results? Provide a date.,DATE,['Date'],"  Got the email on the seventh of March, like, ages ago!",Gemini,colloquial,moderate
What date did you receive the notification about your test results? Provide a date.,DATE,['Date'],"  It was the fifteenth of November, last year.  They really should improve their communication.",Gemini,annoyed,moderate
What date did you start feeling unwell? Provide a date.,DATE,['Date'],"  Around the twelfth of March, yeah?  Things went downhill pretty quick after that.",Gemini,colloquial,moderate
What date did you start feeling unwell? Provide a date.,DATE,['Date'],  It was the fifth of June.  Why do you need to know?,Gemini,annoyed,moderate
What date is the company anniversary? Provide a date.,DATE,['Date'],"  It's way back, man –  the twelfth of June, nineteen ninety-two.",Gemini,colloquial,moderate
What date is the company anniversary? Provide a date.,DATE,['Date'],"  The anniversary?  It's August fifth, two thousand and three.  Are we done here?",Gemini,annoyed,moderate
What date is the conference taking place? Provide a date.,DATE,['Date']," It's on the twelfth of November, next year, yeah?  See ya there!",Gemini,colloquial,moderate
What date is the conference taking place? Provide a date.,DATE,['Date'],"  The date is June the first, two thousand and twenty-five.  Is that clear enough?",Gemini,annoyed,moderate
What date is the contract renewal due? Provide a date.,DATE,['Date']," It's due on the fourteenth of February, next year, yeah?",Gemini,colloquial,moderate
What date is the contract renewal due? Provide a date.,DATE,['Date']," It's due on the fourteenth of February, next year, yeah?",Gemini,colloquial,moderate
What date is the contract renewal due? Provide a date.,DATE,['Date']," It's due on the twelfth of June, next year, innit?  Don't forget!",Gemini,colloquial,moderate
What date is the contract renewal due? Provide a date.,DATE,['Date']," It's due on the twelfth of June, next year, innit?  Don't forget!",Gemini,colloquial,moderate
What date is the contract renewal due? Provide a date.,DATE,['Date']," The contract stipulates a renewal date of 01/01/2026. This is the first of January, twenty-twenty-six.  Please make a note of this important date.",Gemini,explanatory,moderate
What date is the contract renewal due? Provide a date.,DATE,['Date']," The contract stipulates a renewal date of 01/01/2026. This is the first of January, twenty-twenty-six.  Please make a note of this important date.",Gemini,explanatory,moderate
What date is the contract renewal due? Provide a date.,DATE,['Date']," The renewal is due on July 1st, 2026.  I've already sent you reminders.",Gemini,annoyed,moderate
What date is the contract renewal due? Provide a date.,DATE,['Date']," The renewal is due on July 1st, 2026.  I've already sent you reminders.",Gemini,annoyed,moderate
What date is the contract renewal due? Provide a date.,DATE,['Date']," The renewal is due on August 18th, 2024.  I've already sent you this information.",Gemini,annoyed,moderate
What date is the contract renewal due? Provide a date.,DATE,['Date']," The renewal is due on August 18th, 2024.  I've already sent you this information.",Gemini,annoyed,moderate
What date is the deadline for submitting feedback? Provide a date.,DATE,['Date'],"  Feedback's due on the tenth of March next year, innit?  Don't forget!",Gemini,colloquial,moderate
What date is the deadline for submitting feedback? Provide a date.,DATE,['Date'],"  The deadline is July 18th, 2024.  Make sure you meet it this time.",Gemini,annoyed,moderate
What date is the end of the probationary period? Provide a date.,DATE,['Date'],"  It's over on the thirtieth of June, next year, mate.  Don't forget!",Gemini,colloquial,moderate
What date is the end of the probationary period? Provide a date.,DATE,['Date'],"  The date is December eleventh, two thousand and twenty-three.  I've already given you this information several times.",Gemini,annoyed,moderate
What date is the next board meeting scheduled for? Provide a date.,DATE,['Date'],"  Next board meetin'? It's on the fourteenth of March, next year. Don't be late!",Gemini,colloquial,moderate
What date is the next board meeting scheduled for? Provide a date.,DATE,['Date'],"  The meeting's on the first of January, twenty-twenty-five.  I've already sent out the notice.",Gemini,annoyed,moderate
What date is the next scheduled backup? Provide a date.,DATE,['Date'],"  Next backup's on the eleventh of June, next year, yeah?",Gemini,colloquial,moderate
What date is the next scheduled backup? Provide a date.,DATE,['Date'],  It's scheduled for  01 January 2026.  You can find the details in the system logs.,Gemini,annoyed,moderate
What date is the next staff meeting? Provide a date.,DATE,['Date'],"  Next meeting's on the eighteenth of June, next year, yeah?",Gemini,colloquial,moderate
What date is the next staff meeting? Provide a date.,DATE,['Date']," It's on the twenty-second of August, two thousand and twenty-five.  Check your calendar.",Gemini,annoyed,moderate
What date is the next team-building exercise? Provide a date.,DATE,['Date']," It's on the tenth of November, next year, mate!  Don't forget!",Gemini,colloquial,moderate
What date is the next team-building exercise? Provide a date.,DATE,['Date'],"  The date is March 28th, 2024.  I've already sent the details.",Gemini,annoyed,moderate
What date is your next review scheduled? Provide a date.,DATE,['Date'],"  Next review?  It's on the fifth of next month, mate.",Gemini,colloquial,moderate
What date is your next review scheduled? Provide a date.,DATE,['Date'],"  It's the first of June, next year.  I've already marked it in my calendar.",Gemini,annoyed,moderate
What date should we schedule the site visit? Provide a date.,DATE,['Date'],  How about the twelfth of next month?  That's the 12th of November.  Works for you?,Gemini,colloquial,moderate
What date should we schedule the site visit? Provide a date.,DATE,['Date'],"  Fine, let's do it on 29-08-2024. Just let me know if there are any issues.",Gemini,annoyed,moderate
What date was the final testing report submitted? Provide a date.,DATE,['Date'],"  It was handed in on the fourteenth of March, last year, mate.",Gemini,colloquial,moderate
What date was the final testing report submitted? Provide a date.,DATE,['Date'], The report was submitted on 31 January 2023.  I've already provided this information multiple times.,Gemini,annoyed,moderate
What date was the infrastructure upgrade completed? Provide a date.,DATE,['Date'],"  It wrapped up on the fourteenth of September, last year, mate.  Took ages!",Gemini,colloquial,moderate
What date was the infrastructure upgrade completed? Provide a date.,DATE,['Date'],  The project finished on 01 January 2024.  Could you please stop asking about this?,Gemini,annoyed,moderate
What date was the requirement specification finalized? Provide a date.,DATE,['Date'],"  It was finalized on the tenth of August, last year, mate.  Pretty sure.",Gemini,colloquial,moderate
What date was the requirement specification finalized? Provide a date.,DATE,['Date'],  The date is clearly stated in the project documentation.  It was finalized on 01/01/2023.  Check your records.,Gemini,annoyed,moderate
What date was the system architecture documented? Provide a date.,DATE,['Date'],"  It was documented on the twenty-seventh of June, last year, mate.",Gemini,colloquial,moderate
What date was the system architecture documented? Provide a date.,DATE,['Date'],"  The date is clearly stated in the document header; it's September fifteenth, twenty twenty-one.  I really don't understand why you're asking me.",Gemini,annoyed,moderate
What date will the new system be decommissioned? Provide a date.,DATE,['Date'],"  They're pulling the plug on the old thing on the first of July, next year.  See ya!",Gemini,colloquial,moderate
What date will the new system be decommissioned? Provide a date.,DATE,['Date'],  The date for decommissioning is 27th September 2023.  I've already answered this several times.,Gemini,annoyed,moderate
What date will the system go live? Provide a date.,DATE,['Date'],"  It's goin' live on the twelfth of next month, mate.  So, yeah.",Gemini,colloquial,moderate
What date will the system go live? Provide a date.,DATE,['Date'],"  The date is the seventh of January, two thousand and twenty-five.  I've already told you this several times.",Gemini,annoyed,moderate
What is the cut-off date for registering for the event? Provide a date.,DATE,['Date'],"  Cut-off's the thirtieth of August, mate. Don't miss it!",Gemini,colloquial,moderate
What is the cut-off date for registering for the event? Provide a date.,DATE,['Date'],  It's the seventh of January next year.  Make sure you meet the deadline.,Gemini,annoyed,moderate
What is the date of the next billing cycle? Provide a date.,DATE,['Date'],"  Next bill's due on the fifth of June, next year, innit?",Gemini,colloquial,moderate
What is the date of the next billing cycle? Provide a date.,DATE,['Date'],"  The next billing cycle starts on August twenty-second, twenty-twenty-four.  I've already sent you this information.",Gemini,annoyed,moderate
What is the date of the next code review? Provide a date.,DATE,['Date'],"  Next code review?  It's on the fifth of June, next year, mate.",Gemini,colloquial,moderate
What is the date of the next code review? Provide a date.,DATE,['Date'],"  The next code review is on  January fourteenth, twenty-twenty-five.  Let's keep it that way.",Gemini,annoyed,moderate
What is the date of the next performance review? Provide a date.,DATE,['Date'],  The date of the next performance review is 01-08-2024.  It's clearly stated in my email.,Gemini,annoyed,moderate
What is the date of the next software review? Provide a date.,DATE,['Date'],"  Next software review?  It's on the fifth of June, next year, innit?",Gemini,colloquial,moderate
What is the date of the next software review? Provide a date.,DATE,['Date']," The next review? It's on the twenty-second of November, two thousand and twenty-four.  Make a note of it.",Gemini,annoyed,moderate
What is the date of the next stakeholder meeting? Provide a date.,DATE,['Date'],"  Next meeting's on the fifth of November, yeah?  See ya then.",Gemini,colloquial,moderate
What is the date of the next stakeholder meeting? Provide a date.,DATE,['Date'],"  It's the twenty-first of June, next year.  Make a note of it.",Gemini,annoyed,moderate
What is the date of the next team meeting? Provide a date.,DATE,['Date'],"  Next team meet's on the twelfth of next month, yeah?",Gemini,colloquial,moderate
What is the date of the next team meeting? Provide a date.,DATE,['Date'],"  It's on the seventh of March, next year.  Check your calendar.",Gemini,annoyed,moderate
What is the date of your last prescription refill? Provide a date.,DATE,['Date'],"  Refilled it, like, two months ago?  Around the fifth of September, I think.",Gemini,colloquial,moderate
What is the date of your last prescription refill? Provide a date.,DATE,['Date'],"  It was April the fourteenth, two thousand and twenty-three.  I'm sure of that date. Why are you asking?",Gemini,annoyed,moderate
What is the date of your last purchase? Provide a date.,DATE,['Date'],"  Last thing I bought?  Oh, that was ages ago, sometime in March.  The fifth, I think.",Gemini,colloquial,moderate
What is the date of your last purchase? Provide a date.,DATE,['Date'],  It was on the eleventh of January this year.  I keep a detailed record of all my expenses. Next time ask for better information.,Gemini,annoyed,moderate
What is the date of your next appointment? Provide a date.,DATE,['Date'],"  Next appt?  See ya on the 2nd of June, next year, mate.",Gemini,colloquial,moderate
What is the date of your next appointment? Provide a date.,DATE,['Date'],"  It's on the thirty-first of December, two thousand twenty-three.  I already told you this.",Gemini,annoyed,moderate
What is the date of your next blood test? Provide a date.,DATE,['Date'],"  Next blood test?  It's on the twelfth of January, mate.",Gemini,colloquial,moderate
What is the date of your next blood test? Provide a date.,DATE,['Date'],  It's on the ninth of August.  I already know this.,Gemini,annoyed,moderate
What is the date of your next physician consultation? Provide a date.,DATE,['Date'],"  Doc's appointment?  See them next month, the seventh of November.",Gemini,colloquial,moderate
What is the date of your next physician consultation? Provide a date.,DATE,['Date'],"  It's on the eighteenth of June, two thousand and twenty-five.  I wish they'd give more notice.",Gemini,annoyed,moderate
What is the date of your next scheduled check-up? Provide a date.,DATE,['Date'],"  It's booked in for next March, the twelfth.  See ya then!",Gemini,colloquial,moderate
What is the date of your next scheduled check-up? Provide a date.,DATE,['Date'],"  It's on the fifteenth of June, two thousand and twenty-five.  I've had enough reminders already.",Gemini,annoyed,moderate
What is the date of your next scheduled maintenance?,DATE,['Date'],"  It's pencilled in for sometime in March next year,  around the twelfth.  Hopefully nothing clashes.",Gemini,colloquial,moderate
What is the date of your next scheduled maintenance?,DATE,['Date'],"  The date is the seventh of November, twenty-twenty-five.  I've already sent the reminder emails.",Gemini,annoyed,moderate
What is the date of your next scheduled therapy session? Provide a date.,DATE,['Date'],"  It's the first of January, twenty-twenty-four.  Please note that down correctly.",Gemini,annoyed,moderate
What is the date of your next software update? Provide a date.,DATE,['Date'],"  It'll be out sometime around the seventeenth of January next year, mate.  Hopefully.",Gemini,colloquial,moderate
What is the date of your next software update? Provide a date.,DATE,['Date'],"  The update is on the fifth of November, two thousand and twenty-four.  I've already told you this several times.",Gemini,annoyed,moderate
What is the date of your surgery? Provide a date.,DATE,['Date'],"  It's on the fifth of June, next year, mate.  Hope it all goes well!",Gemini,colloquial,moderate
What is the date of your surgery? Provide a date.,DATE,['Date'], The date of my surgery is 01/09/2023. This is the date provided by my surgeon's office.  I will confirm again closer to the time.,Gemini,explanatory,moderate
What is the date of your surgery? Provide a date.,DATE,['Date'],"  The surgery's on August fourteenth, two thousand and twenty-three.  I've already told you this.",Gemini,annoyed,moderate
What is the deadline for submitting the project report? Provide a date.,DATE,['Date'],"  Deadline's the fifteenth of March next year, innit? Don't forget!",Gemini,colloquial,moderate
What is the deadline for submitting the project report? Provide a date.,DATE,['Date'],"  The deadline is June fourteenth, two thousand and twenty-five.  I've already stated this several times.",Gemini,annoyed,moderate
What is the deadline for submitting your application? Provide a date.,DATE,['Date'],"  So, the deadline's on the thirtieth of January next year, yeah?  Don't forget!",Gemini,colloquial,moderate
What is the deadline for submitting your application? Provide a date.,DATE,['Date'],"  The deadline is August eleventh, twenty-twenty-three.  I've already stated this clearly in the instructions.",Gemini,annoyed,moderate
What is the delivery date? Provide a date.,DATE,['Date'],"  It'll be here on the fifth of next month, yeah?  So,  November fifth, twenty-twenty-four.",Gemini,colloquial,moderate
What is the delivery date? Provide a date.,DATE,['Date'],"  The date is June twenty-second, twenty-twenty-four.  I've already told you this.",Gemini,annoyed,moderate
What is the due date for payment? Provide a date.,DATE,['Date'],"  Payment's due on the tenth of March, next year, yeah?",Gemini,colloquial,moderate
What is the due date for payment? Provide a date.,DATE,['Date'],"  It's the first of June, two thousand and twenty-five.  Make sure you remember this time.",Gemini,annoyed,moderate
What is the end date of your subscription? Provide a date.,DATE,['Date'],"  It's up on the 1st of January, next year, mate.  Don't forget!",Gemini,colloquial,moderate
What is the end date of your subscription? Provide a date.,DATE,['Date'],"  My subscription ends on the seventh of June, twenty twenty-six.  Could you please stop asking me this?",Gemini,annoyed,moderate
What is the expected completion date of the current project? Provide a date.,DATE,['Date'],"  Should be wrapped up by around the tenth of June next year, hopefully!",Gemini,colloquial,moderate
What is the expected completion date of the current project? Provide a date.,DATE,['Date'],"  We're aiming for  thirty-first of January, twenty-twenty-five.  Let's hope there are no more unexpected issues.",Gemini,annoyed,moderate
What is the expected date of project sign-off? Provide a date.,DATE,['Date'],"  Yeah, reckon it'll be signed off around the seventh of March next year.",Gemini,colloquial,moderate
What is the expected date of project sign-off? Provide a date.,DATE,['Date'],"  The deadline for sign-off is the first of January, twenty-five. Please ensure all your work is submitted on time.",Gemini,annoyed,moderate
What is the expected date of your recovery? Provide a date.,DATE,['Date'],"  Hopefully, sometime around the fifteenth of June next year. Fingers crossed!",Gemini,colloquial,moderate
What is the expected date of your recovery? Provide a date.,DATE,['Date'],"  The twenty-second of December, two thousand and twenty-four.  Is that clear enough?",Gemini,annoyed,moderate
What is the expected delivery date for the new order? Provide a date.,DATE,['Date'],"  It'll be here sometime around the eighteenth of November next year, yeah?",Gemini,colloquial,moderate
What is the expected delivery date for the new order? Provide a date.,DATE,['Date'],  The order should reach you on 27th June 2024.  I've already checked this several times.,Gemini,annoyed,moderate
What is the expiration date of the coupon? Provide a date.,DATE,['Date'],"  It's good until the thirtieth of June, next year, mate. Don't forget!",Gemini,colloquial,moderate
What is the expiration date of the coupon? Provide a date.,DATE,['Date'],  The coupon expires on 28-02-2024.  It clearly states that.  Pay attention.,Gemini,annoyed,moderate
What is the implementation date for the new feature? Provide a date.,DATE,['Date'],"  It's going live on the fifth of June next year, mate.  Don't forget!",Gemini,colloquial,moderate
What is the implementation date for the new feature? Provide a date.,DATE,['Date'],"  The date is September fourteenth, two thousand and twenty-three.  I've already told you this several times.",Gemini,annoyed,moderate
What is the invoice date? Provide a date.,DATE,['Date']," It's the twentieth of March, twenty-twenty-five, mate.  Easy peasy!",Gemini,colloquial,moderate
What is the invoice date? Provide a date.,DATE,['Date'], The date is 01/05/2023.  I've already pointed it out once!  Please look carefully next time.,Gemini,annoyed,moderate
What is the invoice due date? Provide a date.,DATE,['Date'],"  It's due on the fourteenth of March next year, mate.  Don't forget!",Gemini,colloquial,moderate
What is the invoice due date? Provide a date.,DATE,['Date'],  The invoice due date is 01/08/2024.  It's clearly printed on the document.,Gemini,annoyed,moderate
What is the last day to submit expense reports? Provide a date.,DATE,['Date'],"  Last day for those reports?  It's the twenty-fifth of December, mate. Don't be late!",Gemini,colloquial,moderate
What is the last day to submit expense reports? Provide a date.,DATE,['Date'],  The deadline is 01/01/2025.  Make sure you get it in on time this time.,Gemini,annoyed,moderate
What is the latest date for feedback submission? Provide a date.,DATE,['Date'],"  Feedback's due by the thirtieth of November, yeah?  Don't miss it!",Gemini,colloquial,moderate
What is the latest date for feedback submission? Provide a date.,DATE,['Date'],"  The deadline is June tenth, two thousand and twenty-five.  I've already said this several times. Please make a note of it.",Gemini,annoyed,moderate
What is the planned date for the database migration? Provide a date.,DATE,['Date'],"  It's planned for next year, sometime in June.  The fifteenth, I think?",Gemini,colloquial,moderate
What is the planned date for the database migration? Provide a date.,DATE,['Date'],"  The date is the seventh of September, two thousand and twenty-four.  I've already sent this information out multiple times.",Gemini,annoyed,moderate
What is the planned date for the next release? Provide a date.,DATE,['Date'],"  It's comin' out on the seventh of June next year, mate.  Hopefully!",Gemini,colloquial,moderate
What is the planned date for the next release? Provide a date.,DATE,['Date'],"  The date?  It's  November fifteenth, two thousand and twenty-three.  Is that clear enough?",Gemini,annoyed,moderate
What is the project completion date? Provide a date.,DATE,['Date'],"  It's done by the thirtieth of June next year, yeah?",Gemini,colloquial,moderate
What is the project completion date? Provide a date.,DATE,['Date'],  The date is 29 September 2023.  Is there anything else?,Gemini,annoyed,moderate
What is the project's milestone date? Provide a date.,DATE,['Date'],"  Milestone's due on the fifteenth of March, next year, yeah?",Gemini,colloquial,moderate
What is the project's milestone date? Provide a date.,DATE,['Date'], The deadline is 01-01-2026.  Let's keep it that way.,Gemini,annoyed,moderate
What is the return deadline? Provide a date.,DATE,['Date'],"  Gotta get it back by the tenth of March next year, yeah?",Gemini,colloquial,moderate
What is the return deadline? Provide a date.,DATE,['Date'], The return deadline is set for 1st January 2025.  This date allows ample time for processing.  Late submissions will unfortunately incur a penalty.,Gemini,explanatory,moderate
What is the return deadline? Provide a date.,DATE,['Date'],"  The deadline is June the first, two thousand and twenty-five.  I've already stated this clearly in the instructions.",Gemini,annoyed,moderate
What is the start date for the training course? Provide a date.,DATE,['Date'],"  Starts on the eleventh of June, next year, yeah?  See ya there!",Gemini,colloquial,moderate
What is the start date for the training course? Provide a date.,DATE,['Date'],"  The date is 01-08-2024.  It's in the email, I sent it three times.",Gemini,annoyed,moderate
What is the start date of the new fiscal year? Provide a date.,DATE,['Date'],"  It's April first, mate.  That's when the new fiscal year kicks off.",Gemini,colloquial,moderate
What is the start date of the new fiscal year? Provide a date.,DATE,['Date'],"  The new fiscal year begins on April 1st, 2024.  I've already answered this question once.",Gemini,annoyed,moderate
What is the target completion date for the current sprint? Provide a date.,DATE,['Date'],"  It's gotta be done by the twenty-seventh of October, yeah?  Next week, basically.",Gemini,colloquial,moderate
What is the target completion date for the current sprint? Provide a date.,DATE,['Date'],"  The deadline is October 27th, 2024.  Let's keep it that way.",Gemini,annoyed,moderate
What is the target launch date for the new application? Provide a date.,DATE,['Date'],"  It's comin' out sometime in February next year, mate.  Around the fourteenth, I think.",Gemini,colloquial,moderate
What is the target launch date for the new application? Provide a date.,DATE,['Date'],"  The launch date? It's September twenty-second, two thousand and twenty-five.  Just check the project schedule next time.",Gemini,annoyed,moderate
What is the target launch date for the new product? Provide a date.,DATE,['Date'],"  It's comin' out sometime in March next year, mate.  Think around the twelfth.",Gemini,colloquial,moderate
What is the target launch date for the new product? Provide a date.,DATE,['Date'],"  The date?  It's the first of January, twenty-twenty-six.  Is that clear enough?",Gemini,annoyed,moderate
What is the warranty expiration date? Provide a date.,DATE,['Date'],"  It's done and dusted on the tenth of August, twenty-twenty-six, mate.",Gemini,colloquial,moderate
What is the warranty expiration date? Provide a date.,DATE,['Date'], The warranty expires on  29 September 2023.  Is that clear enough?,Gemini,annoyed,moderate
What is your date of birth? Provide a date.,DATE,['Date'], My birthday is on the twenty-fifth of July in nineteen eighty-seven. It's always been a summer celebration.  I'm not sure why you need to know.,Gemini,verbose,moderate
What is your date of birth? Provide a date.,DATE,['Date'], My birthday is on the twenty-fifth of July in nineteen eighty-seven. It's always been a summer celebration.  I'm not sure why you need to know.,Gemini,verbose,moderate
What is your date of birth? Provide a date.,DATE,['Date'],"  It's the seventh of August, nineteen ninety-five.  So, yeah.",Gemini,colloquial,moderate
What is your date of birth? Provide a date.,DATE,['Date'],"  It's the seventh of August, nineteen ninety-five.  So, yeah.",Gemini,colloquial,moderate
What is your date of birth? Provide a date.,DATE,['Date'],"  It's the twelfth of December, nineteen ninety-five... yeah, that's the one.",Gemini,colloquial,moderate
What is your date of birth? Provide a date.,DATE,['Date'],"  It's the twelfth of December, nineteen ninety-five... yeah, that's the one.",Gemini,colloquial,moderate
What is your date of birth? Provide a date.,DATE,['Date']," My date of birth is 01/01/2000.  This is the first day of the year two thousand.  A fairly memorable date, at least for me!",Gemini,explanatory,moderate
What is your date of birth? Provide a date.,DATE,['Date']," My date of birth is 01/01/2000.  This is the first day of the year two thousand.  A fairly memorable date, at least for me!",Gemini,explanatory,moderate
What is your date of birth? Provide a date.,DATE,['Date'],  My birthday is 29-02-1988.  Why do you need to know?,Gemini,annoyed,moderate
What is your date of birth? Provide a date.,DATE,['Date'],  My birthday is 29-02-1988.  Why do you need to know?,Gemini,annoyed,moderate
What is your date of birth? Provide a date.,DATE,['Date'],"  It's the fifth of October, two thousand and three.  Must you know?",Gemini,annoyed,moderate
What is your date of birth? Provide a date.,DATE,['Date'],"  It's the fifth of October, two thousand and three.  Must you know?",Gemini,annoyed,moderate
What is your preferred date for a service call? Provide a date.,DATE,['Date'],"  How about the tenth of next month?  That should work, yeah?",Gemini,colloquial,moderate
What is your preferred date for a service call? Provide a date.,DATE,['Date'],  The fifth of January next year is the only date that works for me.  Please let me know if that's acceptable.,Gemini,annoyed,moderate
When did the development phase conclude? Provide a date.,DATE,['Date'],"  It finished on the thirtieth of March, last year, mate.",Gemini,colloquial,moderate
When did the development phase conclude? Provide a date.,DATE,['Date'],"  The date was the first of January, two thousand and twenty-one.  I've already said this several times.",Gemini,annoyed,moderate
When did the employee start working for the company? Provide a date.,DATE,['Date']," Started work?  Oh, that was way back in nineteen ninety-nine, on the twenty-seventh of March.",Gemini,colloquial,moderate
When did the employee start working for the company? Provide a date.,DATE,['Date'], The date I started is 12 August 2018.  I've had it recorded properly from day one. Is there something else you needed?,Gemini,annoyed,moderate
When did the equipment become operational? Provide a date.,DATE,['Date']," It was up and running on the eleventh of June, twenty-twenty-two, yeah?  Don't quote me on that though.",Gemini,colloquial,moderate
When did the equipment become operational? Provide a date.,DATE,['Date'],"  The date is September the first, two thousand and twenty.  I've already said this multiple times.",Gemini,annoyed,moderate
When did the event take place? Provide a date.,DATE,['Date'],"  It was, like, on the seventh of July, two thousand and twenty-one.  Remember that heatwave?",Gemini,colloquial,moderate
When did the event take place? Provide a date.,DATE,['Date'], The event happened on the 1st of January 2024.  This was the beginning of a new year and a new decade.  It was significant for many reasons.,Gemini,explanatory,moderate
When did the event take place? Provide a date.,DATE,['Date'],"  The date was October 31st, 2020.  It's not hard to remember.",Gemini,annoyed,moderate
When did the incident occur? Provide a date.,DATE,['Date'],"  It was, like, back in April, man.  The fifth.  Remember that crazy storm?",Gemini,colloquial,moderate
When did the incident occur? Provide a date.,DATE,['Date'],"  The date was June tenth, two thousand and twenty-three.  I've already provided this information.",Gemini,annoyed,moderate
When did the payment process begin? Provide a date.,DATE,['Date'],"  Payment started on the twelfth of June, twenty twenty-two, mate.  No messing about.",Gemini,colloquial,moderate
When did the payment process begin? Provide a date.,DATE,['Date']," It began on August fifth, two thousand and twenty.  I've already provided this information several times.",Gemini,annoyed,moderate
When did the performance testing commence? Provide a date.,DATE,['Date'],"  It kicked off on the eleventh of September, twenty twenty-two, yeah?  ",Gemini,colloquial,moderate
When did the performance testing commence? Provide a date.,DATE,['Date'],"  The testing started on August fourteenth, two thousand and twenty-one.  I've already sent you that information.",Gemini,annoyed,moderate
When did the refund process start? Provide a date.,DATE,['Date'],"  It all kicked off on the twelfth of May, twenty twenty-two.  That's when they started sorting things out.",Gemini,colloquial,moderate
When did the refund process start? Provide a date.,DATE,['Date'],"  The refund process began on September 1st, 2021.  I've already answered this question multiple times!",Gemini,annoyed,moderate
When did the server outage begin? Provide a date.,DATE,['Date'],"  It all went down on the twenty-seventh of October, last year.  Bloody nuisance!",Gemini,colloquial,moderate
When did the server outage begin? Provide a date.,DATE,['Date'],  It began on  01/03/2024.  I've already reported this multiple times.,Gemini,annoyed,moderate
When did the shipment arrive at the warehouse? Provide a date.,DATE,['Date'],"  It rolled in on the fourteenth of June, last year.  So, yeah.",Gemini,colloquial,moderate
When did the shipment arrive at the warehouse? Provide a date.,DATE,['Date'],"  The date of arrival was August 8th, 2022.  I've already provided this information multiple times.",Gemini,annoyed,moderate
When did the trial period begin? Provide a date.,DATE,['Date'],"  It started on the twelfth of August, twenty-twenty-two, mate.  Don't forget!",Gemini,colloquial,moderate
When did the trial period begin? Provide a date.,DATE,['Date'],"  The trial began on September the first, two thousand and twenty-one.  I've already told you this.",Gemini,annoyed,moderate
When did the user acceptance testing begin? Provide a date.,DATE,['Date'],"  Testing started on the twenty-seventh of July, two thousand and twenty-four... yeah, that's the one.",Gemini,colloquial,moderate
When did the user acceptance testing begin? Provide a date.,DATE,['Date']," It began on  October twelfth, twenty twenty-one.  I've already given you this information twice.",Gemini,annoyed,moderate
When did the warranty expire on this piece of equipment? Provide a date.,DATE,['Date'],"  It croaked on the fifteenth of August, twenty-twenty-one.  That's when the guarantee ran out, mate.",Gemini,colloquial,moderate
When did the warranty expire on this piece of equipment? Provide a date.,DATE,['Date'], The paperwork clearly shows it expired on twenty-ninth December two thousand and twenty.  I've already looked it up twice.,Gemini,annoyed,moderate
When did you begin experiencing this allergic reaction? Provide a date.,DATE,['Date'],"  It started, like, around the middle of June last year.  Yeah, about the fifteenth.",Gemini,colloquial,moderate
