question,type,options,answer,model,tone,difficulty
What is your favorite art museum?,SINGLE-SELECT,The Metropolitan Museum of Art; The Louvre; The Museum of Modern Art; The Tate Modern; The National Gallery,The Louvre,Gemini,colloquial,short
What is your favorite art museum?,SINGLE-SELECT,The Metropolitan Museum of Art; The Louvre; The Museum of Modern Art; The Tate Modern; The National Gallery,The Tate Modern,Gemini,explanatory,short
What is your favorite art museum?,SINGLE-SELECT,The Metropolitan Museum of Art; The Louvre; The Museum of Modern Art; The Tate Modern; The National Gallery,The Louvre,Gemini,annoyed,short
What is your favorite art technique?,SINGLE-SELECT,Oil Painting; Watercolor Painting; Acrylic Painting; Pencil Sketching; Digital Painting,Acrylic Painting,Gemini,verbose,short
What is your favorite art technique?,SINGLE-SELECT,Oil Painting; Watercolor Painting; Acrylic Painting; Pencil Sketching; Digital Painting,Acrylic Painting,Gemini,concise,short
What is your favorite art technique?,SINGLE-SELECT,Oil Painting; Watercolor Painting; Acrylic Painting; Pencil Sketching; Digital Painting,Acrylic Painting,Gemini,colloquial,short
What is your favorite art technique?,SINGLE-SELECT,Oil Painting; Watercolor Painting; Acrylic Painting; Pencil Sketching; Digital Painting,Acrylic Painting,Gemini,explanatory,short
What is your favorite art technique?,SINGLE-SELECT,Oil Painting; Watercolor Painting; Acrylic Painting; Pencil Sketching; Digital Painting,Acrylic Painting,Gemini,annoyed,short
What is your favorite aspect of the design process?,SINGLE-SELECT,Idea Generation; Sketching and Prototyping; Refinement and Iteration; Testing and User Feedback; Final Presentation,Idea Generation,Gemini,verbose,short
What is your favorite aspect of the design process?,SINGLE-SELECT,Idea Generation; Sketching and Prototyping; Refinement and Iteration; Testing and User Feedback; Final Presentation,Idea Generation,Gemini,concise,short
What is your favorite aspect of the design process?,SINGLE-SELECT,Idea Generation; Sketching and Prototyping; Refinement and Iteration; Testing and User Feedback; Final Presentation,Idea Generation,Gemini,explanatory,short
What is your favorite design tool?,SINGLE-SELECT,Adobe Photoshop; Adobe Illustrator; Figma; Sketch; Procreate,Adobe Illustrator,Gemini,verbose,short
What is your favorite design tool?,SINGLE-SELECT,Adobe Photoshop; Adobe Illustrator; Figma; Sketch; Procreate,Adobe Illustrator,Gemini,concise,short
What is your favorite design tool?,SINGLE-SELECT,Adobe Photoshop; Adobe Illustrator; Figma; Sketch; Procreate,Adobe Illustrator,Gemini,colloquial,short
What is your favorite design tool?,SINGLE-SELECT,Adobe Photoshop; Adobe Illustrator; Figma; Sketch; Procreate,Adobe Illustrator,Gemini,explanatory,short
What is your favorite design tool?,SINGLE-SELECT,Adobe Photoshop; Adobe Illustrator; Figma; Sketch; Procreate,Adobe Illustrator,Gemini,annoyed,short
What is your favorite type of design project to work on?,SINGLE-SELECT,Logo Design; Website Design; Branding Design; UI/UX Design; Print Design,UIUX Design,Gemini,verbose,short
What is your favorite type of design project to work on?,SINGLE-SELECT,Logo Design; Website Design; Branding Design; UI/UX Design; Print Design,UIUX Design,Gemini,concise,short
What is your favorite type of design project to work on?,SINGLE-SELECT,Logo Design; Website Design; Branding Design; UI/UX Design; Print Design,I like UIUX Design,Gemini,colloquial,short
What is your favorite type of design project to work on?,SINGLE-SELECT,Logo Design; Website Design; Branding Design; UI/UX Design; Print Design,UIUX Design,Gemini,explanatory,short
What is your favorite type of design project to work on?,SINGLE-SELECT,Logo Design; Website Design; Branding Design; UI/UX Design; Print Design,I like UIUX Design,Gemini,annoyed,short
What is your favorite type of font?,SINGLE-SELECT,Serif; Sans-serif; Script; Display; Monospace,I like Sansserif fonts,Gemini,verbose,short
What is your favorite type of font?,SINGLE-SELECT,Serif; Sans-serif; Script; Display; Monospace,Script,Gemini,concise,short
What is your favorite type of font?,SINGLE-SELECT,Serif; Sans-serif; Script; Display; Monospace,Script,Gemini,colloquial,short
What is your favorite type of font?,SINGLE-SELECT,Serif; Sans-serif; Script; Display; Monospace,I like Sansserif fonts,Gemini,explanatory,short
What is your favorite type of font?,SINGLE-SELECT,Serif; Sans-serif; Script; Display; Monospace,Script,Gemini,annoyed,short
What is your gender?,SINGLE-SELECT,Male; Female; Other; Prefer not to say,Female,Gemini,verbose,short
What is your gender?,SINGLE-SELECT,Male; Female; Other; Prefer not to say,Female,Gemini,concise,short
What is your gender?,SINGLE-SELECT,Male; Female; Other; Prefer not to say,Female,Gemini,colloquial,short
What is your gender?,SINGLE-SELECT,Male; Female; Other; Prefer not to say,Female,Gemini,explanatory,short
What is your gender?,SINGLE-SELECT,Male; Female; Other; Prefer not to say,Female,Gemini,annoyed,short
What is your greatest strength as an artist or designer?,SINGLE-SELECT,Creativity; Problem-solving; Technical Skills; Communication Skills; Collaboration,Creativity,Gemini,verbose,short
What is your greatest strength as an artist or designer?,SINGLE-SELECT,Creativity; Problem-solving; Technical Skills; Communication Skills; Collaboration,Creativity,Gemini,concise,short
What is your greatest strength as an artist or designer?,SINGLE-SELECT,Creativity; Problem-solving; Technical Skills; Communication Skills; Collaboration,Creativity,Gemini,colloquial,short
What is your greatest strength as an artist or designer?,SINGLE-SELECT,Creativity; Problem-solving; Technical Skills; Communication Skills; Collaboration,Creativity,Gemini,explanatory,short
What is your greatest strength as an artist or designer?,SINGLE-SELECT,Creativity; Problem-solving; Technical Skills; Communication Skills; Collaboration,Creativity,Gemini,annoyed,short
What is your highest level of education?,SINGLE-SELECT,High School; Bachelor's Degree; Master's Degree; Doctorate Degree,Masters Degree,Gemini,verbose,short
What is your highest level of education?,SINGLE-SELECT,High School; Bachelor's Degree; Master's Degree; Doctorate Degree,Masters Degree,Gemini,concise,short
What is your highest level of education?,SINGLE-SELECT,High School; Bachelor's Degree; Master's Degree; Doctorate Degree,Masters Degree,Gemini,colloquial,short
What is your highest level of education?,SINGLE-SELECT,High School; Bachelor's Degree; Master's Degree; Doctorate Degree,Masters Degree,Gemini,explanatory,short
What is your highest level of education?,SINGLE-SELECT,High School; Bachelor's Degree; Master's Degree; Doctorate Degree,High School,Gemini,annoyed,short
What is your job title?,SINGLE-SELECT,CEO; CFO; Marketing Manager; Sales Representative; Other,CEO,Gemini,verbose,short
What is your job title?,SINGLE-SELECT,CEO; CFO; Marketing Manager; Sales Representative; Other,CEO,Gemini,concise,short
What is your job title?,SINGLE-SELECT,CEO; CFO; Marketing Manager; Sales Representative; Other,I am a marketing manager,Gemini,colloquial,short
What is your job title?,SINGLE-SELECT,CEO; CFO; Marketing Manager; Sales Representative; Other,I am a marketing manager,Gemini,explanatory,short
What is your job title?,SINGLE-SELECT,CEO; CFO; Marketing Manager; Sales Representative; Other,CFO,Gemini,annoyed,short
What is your level of experience in the art and design industry?,SINGLE-SELECT,Beginner; Intermediate; Advanced; Expert; Professional,Professional,Gemini,verbose,short
What is your level of experience in the art and design industry?,SINGLE-SELECT,Beginner; Intermediate; Advanced; Expert; Professional,Professional,Gemini,concise,short
What is your level of experience in the art and design industry?,SINGLE-SELECT,Beginner; Intermediate; Advanced; Expert; Professional,Professional,Gemini,colloquial,short
What is your level of experience in the art and design industry?,SINGLE-SELECT,Beginner; Intermediate; Advanced; Expert; Professional,Professional,Gemini,explanatory,short
What is your level of experience in the art and design industry?,SINGLE-SELECT,Beginner; Intermediate; Advanced; Expert; Professional,Professional,Gemini,annoyed,short
What is your level of technical expertise?,SINGLE-SELECT,Beginner; Intermediate; Advanced; Expert,Advanced,Gemini,verbose,short
What is your level of technical expertise?,SINGLE-SELECT,Beginner; Intermediate; Advanced; Expert,Advanced,Gemini,concise,short
What is your level of technical expertise?,SINGLE-SELECT,Beginner; Intermediate; Advanced; Expert,Advanced,Gemini,colloquial,short
What is your level of technical expertise?,SINGLE-SELECT,Beginner; Intermediate; Advanced; Expert,Advanced,Gemini,explanatory,short
What is your level of technical expertise?,SINGLE-SELECT,Beginner; Intermediate; Advanced; Expert,Advanced,Gemini,annoyed,short
What is your preferred IDE for mobile development?,SINGLE-SELECT,Android Studio; Xcode; React Native; Flutter,Xcode,Gemini,verbose,short
What is your preferred IDE for mobile development?,SINGLE-SELECT,Android Studio; Xcode; React Native; Flutter,Android Studio,Gemini,concise,short
What is your preferred IDE for mobile development?,SINGLE-SELECT,Android Studio; Xcode; React Native; Flutter,Xcode,Gemini,colloquial,short
What is your preferred IDE for mobile development?,SINGLE-SELECT,Android Studio; Xcode; React Native; Flutter,Xcode,Gemini,explanatory,short
What is your preferred IDE for mobile development?,SINGLE-SELECT,Android Studio; Xcode; React Native; Flutter,Xcode,Gemini,annoyed,short
What is your preferred approach to project management?,SINGLE-SELECT,Agile; Waterfall; Hybrid,Agile,Gemini,verbose,short
What is your preferred approach to project management?,SINGLE-SELECT,Agile; Waterfall; Hybrid,Agile,Gemini,concise,short
What is your preferred approach to project management?,SINGLE-SELECT,Agile; Waterfall; Hybrid,Agile,Gemini,colloquial,short
What is your preferred approach to project management?,SINGLE-SELECT,Agile; Waterfall; Hybrid,Agile,Gemini,explanatory,short
What is your preferred approach to project management?,SINGLE-SELECT,Agile; Waterfall; Hybrid,Agile,Gemini,annoyed,short
What is your preferred approach to software architecture?,SINGLE-SELECT,Microservices; Monolithic; Layered,Microservices,Gemini,verbose,short
What is your preferred approach to software architecture?,SINGLE-SELECT,Microservices; Monolithic; Layered,Microservices,Gemini,concise,short
What is your preferred approach to software architecture?,SINGLE-SELECT,Microservices; Monolithic; Layered,Microservices,Gemini,colloquial,short
What is your preferred approach to software architecture?,SINGLE-SELECT,Microservices; Monolithic; Layered,Microservices,Gemini,explanatory,short
What is your preferred approach to software architecture?,SINGLE-SELECT,Microservices; Monolithic; Layered,Microservices,Gemini,annoyed,short
What is your preferred code editor for front-end development?,SINGLE-SELECT,VS Code; Sublime Text; Atom; WebStorm,Atom,Gemini,verbose,short
What is your preferred code editor for front-end development?,SINGLE-SELECT,VS Code; Sublime Text; Atom; WebStorm,Atom,Gemini,concise,short
What is your preferred code editor for front-end development?,SINGLE-SELECT,VS Code; Sublime Text; Atom; WebStorm,Atom,Gemini,colloquial,short
What is your preferred code editor for front-end development?,SINGLE-SELECT,VS Code; Sublime Text; Atom; WebStorm,Atom,Gemini,explanatory,short
What is your preferred code editor for front-end development?,SINGLE-SELECT,VS Code; Sublime Text; Atom; WebStorm,Atom,Gemini,annoyed,short
What is your preferred collaboration tool?,SINGLE-SELECT,GitHub; GitLab; Bitbucket,GitHub is my preferred collaboration tool,Gemini,verbose,short
What is your preferred collaboration tool?,SINGLE-SELECT,GitHub; GitLab; Bitbucket,Bitbucket,Gemini,concise,short
What is your preferred collaboration tool?,SINGLE-SELECT,GitHub; GitLab; Bitbucket,Bitbucket is my preferred collaboration tool,Gemini,colloquial,short
What is your preferred collaboration tool?,SINGLE-SELECT,GitHub; GitLab; Bitbucket,Bitbucket is my preferred collaboration tool,Gemini,explanatory,short
What is your preferred collaboration tool?,SINGLE-SELECT,GitHub; GitLab; Bitbucket,Bitbucket is my preferred collaboration tool,Gemini,annoyed,short
What is your preferred color palette?,SINGLE-SELECT,Warm Colors; Cool Colors; Monochromatic; Analogous; Complementary,Warm Colors,Gemini,verbose,short
What is your preferred color palette?,SINGLE-SELECT,Warm Colors; Cool Colors; Monochromatic; Analogous; Complementary,Warm Colors,Gemini,concise,short
What is your preferred color palette?,SINGLE-SELECT,Warm Colors; Cool Colors; Monochromatic; Analogous; Complementary,Warm Colors,Gemini,colloquial,short
What is your preferred color palette?,SINGLE-SELECT,Warm Colors; Cool Colors; Monochromatic; Analogous; Complementary,Warm Colors,Gemini,explanatory,short
What is your preferred color palette?,SINGLE-SELECT,Warm Colors; Cool Colors; Monochromatic; Analogous; Complementary,Warm Colors,Gemini,annoyed,short
What is your preferred communication tool?,SINGLE-SELECT,Slack; Microsoft Teams; Email; Jira,Email is my preferred communication tool,Gemini,verbose,short
What is your preferred communication tool?,SINGLE-SELECT,Slack; Microsoft Teams; Email; Jira,Jira is my preferred communication tool,Gemini,concise,short
What is your preferred communication tool?,SINGLE-SELECT,Slack; Microsoft Teams; Email; Jira,Email is my preferred communication tool,Gemini,colloquial,short
What is your preferred development environment?,SINGLE-SELECT,Visual Studio; IntelliJ IDEA; Eclipse; VS Code; Sublime Text,Visual Studio,Gemini,verbose,short
What is your preferred development environment?,SINGLE-SELECT,Visual Studio; IntelliJ IDEA; Eclipse; VS Code; Sublime Text,Visual Studio,Gemini,concise,short
What is your preferred development environment?,SINGLE-SELECT,Visual Studio; IntelliJ IDEA; Eclipse; VS Code; Sublime Text,Visual Studio,Gemini,colloquial,short
What is your preferred development environment?,SINGLE-SELECT,Visual Studio; IntelliJ IDEA; Eclipse; VS Code; Sublime Text,Visual Studio,Gemini,explanatory,short
What is your preferred development environment?,SINGLE-SELECT,Visual Studio; IntelliJ IDEA; Eclipse; VS Code; Sublime Text,Visual Studio,Gemini,annoyed,short
What is your preferred format for reports?,SINGLE-SELECT,PDF; Spreadsheet; Presentation,Spreadsheet,Gemini,verbose,short
What is your preferred format for reports?,SINGLE-SELECT,PDF; Spreadsheet; Presentation,Spreadsheet,Gemini,concise,short
What is your preferred format for reports?,SINGLE-SELECT,PDF; Spreadsheet; Presentation,Spreadsheet,Gemini,colloquial,short
What is your preferred format for reports?,SINGLE-SELECT,PDF; Spreadsheet; Presentation,Spreadsheet,Gemini,explanatory,short
What is your preferred format for reports?,SINGLE-SELECT,PDF; Spreadsheet; Presentation,Spreadsheet,Gemini,annoyed,short
What is your preferred framework for backend development?,SINGLE-SELECT,Spring Boot; Node.js; Django; Ruby on Rails; .NET,Spring Boot,Gemini,concise,short
What is your preferred framework for backend development?,SINGLE-SELECT,Spring Boot; Node.js; Django; Ruby on Rails; .NET,Spring Boot,Gemini,explanatory,short
What is your preferred integration method?,SINGLE-SELECT,API; CSV Import/Export; Other,API,Gemini,verbose,short
What is your preferred integration method?,SINGLE-SELECT,API; CSV Import/Export; Other,API,Gemini,concise,short
What is your preferred integration method?,SINGLE-SELECT,API; CSV Import/Export; Other,API,Gemini,colloquial,short
What is your preferred integration method?,SINGLE-SELECT,API; CSV Import/Export; Other,API,Gemini,explanatory,short
What is your preferred integration method?,SINGLE-SELECT,API; CSV Import/Export; Other,API,Gemini,annoyed,short
What is your preferred medium for artistic expression?,SINGLE-SELECT,Painting; Sculpture; Digital Art; Photography; Graphic Design,Digital Art,Gemini,concise,short
What is your preferred medium for artistic expression?,SINGLE-SELECT,Painting; Sculpture; Digital Art; Photography; Graphic Design,Photography,Gemini,colloquial,short
What is your preferred medium for artistic expression?,SINGLE-SELECT,Painting; Sculpture; Digital Art; Photography; Graphic Design,Photography,Gemini,explanatory,short
What is your preferred medium for artistic expression?,SINGLE-SELECT,Painting; Sculpture; Digital Art; Photography; Graphic Design,Digital Art,Gemini,annoyed,short
What is your preferred method for code review?,SINGLE-SELECT,Pull Requests; Code walkthroughs; Pair programming,Pull Requests,Gemini,verbose,short
What is your preferred method for code review?,SINGLE-SELECT,Pull Requests; Code walkthroughs; Pair programming,Pair programming,Gemini,concise,short
What is your preferred method for code review?,SINGLE-SELECT,Pull Requests; Code walkthroughs; Pair programming,Pull Requests,Gemini,colloquial,short
What is your preferred method for code review?,SINGLE-SELECT,Pull Requests; Code walkthroughs; Pair programming,Pull Requests,Gemini,explanatory,short
What is your preferred method for code review?,SINGLE-SELECT,Pull Requests; Code walkthroughs; Pair programming,Pull Requests,Gemini,annoyed,short
What is your preferred method for providing feedback?,SINGLE-SELECT,Email; Online Survey; In-person Meeting,Email,Gemini,verbose,short
What is your preferred method for providing feedback?,SINGLE-SELECT,Email; Online Survey; In-person Meeting,Email,Gemini,concise,short
What is your preferred method for providing feedback?,SINGLE-SELECT,Email; Online Survey; In-person Meeting,Email,Gemini,colloquial,short
What is your preferred method for providing feedback?,SINGLE-SELECT,Email; Online Survey; In-person Meeting,Email,Gemini,explanatory,short
What is your preferred method for providing feedback?,SINGLE-SELECT,Email; Online Survey; In-person Meeting,Email,Gemini,annoyed,short
What is your preferred method for receiving project updates?,SINGLE-SELECT,Email; Project Management Software; Team Meetings,Email,Gemini,verbose,short
What is your preferred method for receiving project updates?,SINGLE-SELECT,Email; Project Management Software; Team Meetings,Email,Gemini,concise,short
What is your preferred method for receiving project updates?,SINGLE-SELECT,Email; Project Management Software; Team Meetings,Email,Gemini,colloquial,short
What is your preferred method for receiving project updates?,SINGLE-SELECT,Email; Project Management Software; Team Meetings,Email,Gemini,explanatory,short
What is your preferred method for receiving project updates?,SINGLE-SELECT,Email; Project Management Software; Team Meetings,Email,Gemini,annoyed,short
What is your preferred method for receiving updates?,SINGLE-SELECT,Email; SMS; In-app notifications,Inapp notifications,Gemini,verbose,short
What is your preferred method for receiving updates?,SINGLE-SELECT,Email; SMS; In-app notifications,Inapp notifications,Gemini,concise,short
What is your preferred method for receiving updates?,SINGLE-SELECT,Email; SMS; In-app notifications,Inapp notifications,Gemini,colloquial,short
What is your preferred method for receiving updates?,SINGLE-SELECT,Email; SMS; In-app notifications,Inapp notifications,Gemini,explanatory,short
What is your preferred method for receiving updates?,SINGLE-SELECT,Email; SMS; In-app notifications,Inapp notifications,Gemini,annoyed,short
What is your preferred method for scheduling meetings?,SINGLE-SELECT,Email; Calendar invite; Phone call,Email,Gemini,verbose,short
What is your preferred method for scheduling meetings?,SINGLE-SELECT,Email; Calendar invite; Phone call,Email,Gemini,concise,short
What is your preferred method for scheduling meetings?,SINGLE-SELECT,Email; Calendar invite; Phone call,Email,Gemini,colloquial,short
What is your preferred method for scheduling meetings?,SINGLE-SELECT,Email; Calendar invite; Phone call,Email,Gemini,explanatory,short
What is your preferred method for scheduling meetings?,SINGLE-SELECT,Email; Calendar invite; Phone call,Email,Gemini,annoyed,short
What is your preferred method of communication with clients?,SINGLE-SELECT,Email; Phone Calls; Video Conferencing; In-person Meetings; Project Management Software,Email,Gemini,verbose,short
What is your preferred method of communication with clients?,SINGLE-SELECT,Email; Phone Calls; Video Conferencing; In-person Meetings; Project Management Software,Email,Gemini,concise,short
What is your preferred method of communication with clients?,SINGLE-SELECT,Email; Phone Calls; Video Conferencing; In-person Meetings; Project Management Software,Email,Gemini,colloquial,short
What is your preferred method of communication with clients?,SINGLE-SELECT,Email; Phone Calls; Video Conferencing; In-person Meetings; Project Management Software,Email,Gemini,explanatory,short
What is your preferred method of communication with clients?,SINGLE-SELECT,Email; Phone Calls; Video Conferencing; In-person Meetings; Project Management Software,Email,Gemini,annoyed,short
What is your preferred method of communication?,SINGLE-SELECT,Email; Phone; Video Conference,Email,Gemini,verbose,short
What is your preferred method of communication?,SINGLE-SELECT,Email; Phone; Video Conference,Email,Gemini,concise,short
What is your preferred method of communication?,SINGLE-SELECT,Email; Phone; Video Conference,Email,Gemini,colloquial,short
What is your preferred method of communication?,SINGLE-SELECT,Email; Phone; Video Conference,Email,Gemini,explanatory,short
What is your preferred method of communication?,SINGLE-SELECT,Email; Phone; Video Conference,Email,Gemini,annoyed,short
What is your preferred method of generating design ideas?,SINGLE-SELECT,Brainstorming; Mind Mapping; Mood Boarding; Sketching; Research,Brainstorming,Gemini,verbose,short
What is your preferred method of generating design ideas?,SINGLE-SELECT,Brainstorming; Mind Mapping; Mood Boarding; Sketching; Research,Brainstorming,Gemini,concise,short
What is your preferred method of generating design ideas?,SINGLE-SELECT,Brainstorming; Mind Mapping; Mood Boarding; Sketching; Research,Brainstorming,Gemini,colloquial,short
What is your preferred method of generating design ideas?,SINGLE-SELECT,Brainstorming; Mind Mapping; Mood Boarding; Sketching; Research,Brainstorming,Gemini,explanatory,short
What is your preferred method of generating design ideas?,SINGLE-SELECT,Brainstorming; Mind Mapping; Mood Boarding; Sketching; Research,Brainstorming,Gemini,annoyed,short
What is your preferred method of showcasing your work?,SINGLE-SELECT,Online Portfolio; Art Galleries; Art Fairs; Social Media; Personal Exhibitions,Art Fairs,Gemini,verbose,short
What is your preferred method of showcasing your work?,SINGLE-SELECT,Online Portfolio; Art Galleries; Art Fairs; Social Media; Personal Exhibitions,Online Portfolio,Gemini,concise,short
What is your preferred method of showcasing your work?,SINGLE-SELECT,Online Portfolio; Art Galleries; Art Fairs; Social Media; Personal Exhibitions,Online Portfolio,Gemini,colloquial,short
What is your preferred method of showcasing your work?,SINGLE-SELECT,Online Portfolio; Art Galleries; Art Fairs; Social Media; Personal Exhibitions,Online Portfolio,Gemini,explanatory,short
What is your preferred method of showcasing your work?,SINGLE-SELECT,Online Portfolio; Art Galleries; Art Fairs; Social Media; Personal Exhibitions,Art Fairs,Gemini,annoyed,short
What is your preferred payment method?,SINGLE-SELECT,Credit Card; Bank Transfer; PayPal,Credit Card,Gemini,verbose,short
What is your preferred payment method?,SINGLE-SELECT,Credit Card; Bank Transfer; PayPal,Credit Card,Gemini,concise,short
What is your preferred payment method?,SINGLE-SELECT,Credit Card; Bank Transfer; PayPal,Credit Card,Gemini,colloquial,short
What is your preferred payment method?,SINGLE-SELECT,Credit Card; Bank Transfer; PayPal,Credit Card,Gemini,explanatory,short
What is your preferred payment method?,SINGLE-SELECT,Credit Card; Bank Transfer; PayPal,Credit Card,Gemini,annoyed,short
What is your preferred programming language?,SINGLE-SELECT,Python; Java; JavaScript; C++; C#,C is my preferred programming language,Gemini,verbose,short
What is your preferred programming language?,SINGLE-SELECT,Python; Java; JavaScript; C++; C#,C,Gemini,concise,short
What is your preferred programming language?,SINGLE-SELECT,Python; Java; JavaScript; C++; C#,C,Gemini,colloquial,short
What is your preferred programming language?,SINGLE-SELECT,Python; Java; JavaScript; C++; C#,C is my preferred programming language,Gemini,explanatory,short
What is your preferred programming language?,SINGLE-SELECT,Python; Java; JavaScript; C++; C#,C,Gemini,annoyed,short
What is your preferred style of written communication?,SINGLE-SELECT,Concise; Detailed; Formal; Informal,Concise,Gemini,verbose,short
What is your preferred style of written communication?,SINGLE-SELECT,Concise; Detailed; Formal; Informal,Concise,Gemini,concise,short
What is your preferred style of written communication?,SINGLE-SELECT,Concise; Detailed; Formal; Informal,Concise,Gemini,colloquial,short
What is your preferred style of written communication?,SINGLE-SELECT,Concise; Detailed; Formal; Informal,Concise,Gemini,explanatory,short
What is your preferred style of written communication?,SINGLE-SELECT,Concise; Detailed; Formal; Informal,Concise,Gemini,annoyed,short
What is your preferred testing framework?,SINGLE-SELECT,JUnit; pytest; NUnit; Mocha; Jest,JUnit,Gemini,verbose,short
What is your preferred testing framework?,SINGLE-SELECT,JUnit; pytest; NUnit; Mocha; Jest,JUnit,Gemini,concise,short
What is your preferred testing framework?,SINGLE-SELECT,JUnit; pytest; NUnit; Mocha; Jest,JUnit,Gemini,colloquial,short
What is your preferred testing framework?,SINGLE-SELECT,JUnit; pytest; NUnit; Mocha; Jest,JUnit,Gemini,explanatory,short
What is your preferred testing framework?,SINGLE-SELECT,JUnit; pytest; NUnit; Mocha; Jest,JUnit,Gemini,annoyed,short
What is your preferred timeline for implementation?,SINGLE-SELECT,Immediate; Within 1 month; Within 3 months; Within 6 months; Longer than 6 months,Within 6 months,Gemini,verbose,short
What is your preferred timeline for implementation?,SINGLE-SELECT,Immediate; Within 1 month; Within 3 months; Within 6 months; Longer than 6 months,Within 6 months,Gemini,concise,short
What is your preferred timeline for implementation?,SINGLE-SELECT,Immediate; Within 1 month; Within 3 months; Within 6 months; Longer than 6 months,Within 6 months,Gemini,colloquial,short
What is your preferred timeline for implementation?,SINGLE-SELECT,Immediate; Within 1 month; Within 3 months; Within 6 months; Longer than 6 months,Within 6 months,Gemini,explanatory,short
What is your preferred timeline for implementation?,SINGLE-SELECT,Immediate; Within 1 month; Within 3 months; Within 6 months; Longer than 6 months,Within 6 months,Gemini,annoyed,short
What is your preferred workflow for completing a design project?,SINGLE-SELECT,Agile; Waterfall; Iterative; Lean; Kanban,Iterative,Gemini,verbose,short
What is your preferred workflow for completing a design project?,SINGLE-SELECT,Agile; Waterfall; Iterative; Lean; Kanban,Iterative,Gemini,concise,short
What is your preferred workflow for completing a design project?,SINGLE-SELECT,Agile; Waterfall; Iterative; Lean; Kanban,Iterative,Gemini,colloquial,short
What is your preferred workflow for completing a design project?,SINGLE-SELECT,Agile; Waterfall; Iterative; Lean; Kanban,Iterative,Gemini,explanatory,short
What is your preferred workflow for completing a design project?,SINGLE-SELECT,Agile; Waterfall; Iterative; Lean; Kanban,Iterative,Gemini,annoyed,short
What is your primary concern when choosing a product like this?,SINGLE-SELECT,Price; Features; Customer Support; Ease of Use,Price,Gemini,verbose,short
What is your primary concern when choosing a product like this?,SINGLE-SELECT,Price; Features; Customer Support; Ease of Use,Price,Gemini,concise,short
What is your primary concern when choosing a product like this?,SINGLE-SELECT,Price; Features; Customer Support; Ease of Use,Price,Gemini,colloquial,short
What is your primary concern when choosing a product like this?,SINGLE-SELECT,Price; Features; Customer Support; Ease of Use,Price,Gemini,explanatory,short
What is your primary concern when choosing a product like this?,SINGLE-SELECT,Price; Features; Customer Support; Ease of Use,Price,Gemini,annoyed,short
What is your primary role in the art and design industry?,SINGLE-SELECT,Artist; Designer; Art Director; Graphic Designer; UX/UI Designer,Artist,Gemini,verbose,short
What is your primary role in the art and design industry?,SINGLE-SELECT,Artist; Designer; Art Director; Graphic Designer; UX/UI Designer,Artist,Gemini,concise,short
What is your primary role in the art and design industry?,SINGLE-SELECT,Artist; Designer; Art Director; Graphic Designer; UX/UI Designer,Artist,Gemini,colloquial,short
What is your primary role in the art and design industry?,SINGLE-SELECT,Artist; Designer; Art Director; Graphic Designer; UX/UI Designer,Artist,Gemini,explanatory,short
What is your primary role in the art and design industry?,SINGLE-SELECT,Artist; Designer; Art Director; Graphic Designer; UX/UI Designer,Artist,Gemini,annoyed,short
What is your primary role in your organization?,SINGLE-SELECT,Decision Maker; Influencer; End User,Decision Maker,Gemini,verbose,short
What is your primary role in your organization?,SINGLE-SELECT,Decision Maker; Influencer; End User,Decision Maker,Gemini,concise,short
What is your primary role in your organization?,SINGLE-SELECT,Decision Maker; Influencer; End User,Decision Maker,Gemini,colloquial,short
What is your primary role in your organization?,SINGLE-SELECT,Decision Maker; Influencer; End User,Decision Maker,Gemini,explanatory,short
What is your primary role in your organization?,SINGLE-SELECT,Decision Maker; Influencer; End User,Decision Maker,Gemini,annoyed,short
What is your primary source of leads?,SINGLE-SELECT,Inbound Marketing; Outbound Sales; Referrals; Partnerships,Inbound Marketing,Gemini,verbose,short
What is your primary source of leads?,SINGLE-SELECT,Inbound Marketing; Outbound Sales; Referrals; Partnerships,Inbound Marketing,Gemini,concise,short
What is your primary source of leads?,SINGLE-SELECT,Inbound Marketing; Outbound Sales; Referrals; Partnerships,Inbound Marketing,Gemini,colloquial,short
What is your primary source of leads?,SINGLE-SELECT,Inbound Marketing; Outbound Sales; Referrals; Partnerships,Inbound Marketing,Gemini,explanatory,short
What is your primary source of leads?,SINGLE-SELECT,Inbound Marketing; Outbound Sales; Referrals; Partnerships,Inbound Marketing,Gemini,annoyed,short
What is your purchase decision-making process?,SINGLE-SELECT,Quick Decision; Moderate Decision; Lengthy Decision,Lengthy Decision,Gemini,verbose,short
What is your purchase decision-making process?,SINGLE-SELECT,Quick Decision; Moderate Decision; Lengthy Decision,Lengthy Decision,Gemini,concise,short
What is your purchase decision-making process?,SINGLE-SELECT,Quick Decision; Moderate Decision; Lengthy Decision,Quick Decision,Gemini,colloquial,short
What is your purchase decision-making process?,SINGLE-SELECT,Quick Decision; Moderate Decision; Lengthy Decision,Lengthy Decision,Gemini,explanatory,short
What is your purchase decision-making process?,SINGLE-SELECT,Quick Decision; Moderate Decision; Lengthy Decision,Quick Decision,Gemini,annoyed,short
What is your purchasing authority?,SINGLE-SELECT,Full Authority; Partial Authority; No Authority,Full Authority,Gemini,verbose,short
What is your purchasing authority?,SINGLE-SELECT,Full Authority; Partial Authority; No Authority,Full Authority,Gemini,concise,short
